fall_membership_statistics (1),,,,,,,,,,
School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2007-2008,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,59,,59
2007-2008,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,25,,25
2007-2008,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,49,,49
2007-2008,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,36,,36
2007-2008,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,33,,33
2007-2008,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2007-2008,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,<,,<
2007-2008,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,<,,<
2007-2008,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,48,,48
2007-2008,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,84,,84
2007-2008,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,27,,27
2007-2008,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,875,,875
2007-2008,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,095",<,"1,096"
2007-2008,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,193,,193
2007-2008,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,50,,50
2007-2008,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,89,,89
2007-2008,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,27,,27
2007-2008,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,385,,385
2007-2008,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,95,,95
2007-2008,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,134,,134
2007-2008,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,54,,54
2007-2008,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,63,,63
2007-2008,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,16,,16
2007-2008,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,145,,145
2007-2008,School,104,Charlottesville City,120,Jackson - Via Elementary,"White, not of Hispanic origin",Y,24,,24
2007-2008,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,158,,158
2007-2008,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,14,,14
2007-2008,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,74,,74
2007-2008,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,13,,13
2007-2008,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,209,,209
2007-2008,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,52,,52
2007-2008,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,450",,"1,450"
2007-2008,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,345,,345
2007-2008,School,32,Fluvanna County,300,Central Elementary,"Black, not of Hispanic origin",Y,100,,100
2007-2008,School,32,Fluvanna County,300,Central Elementary,"White, not of Hispanic origin",Y,148,,148
2007-2008,School,32,Fluvanna County,270,Columbia Dist. Elementary,"Black, not of Hispanic origin",Y,20,,20
2007-2008,School,32,Fluvanna County,270,Columbia Dist. Elementary,"White, not of Hispanic origin",Y,25,,25
2007-2008,School,32,Fluvanna County,290,Cunningham Dist. Elementary,"Black, not of Hispanic origin",Y,42,,42
2007-2008,School,32,Fluvanna County,290,Cunningham Dist. Elementary,"White, not of Hispanic origin",Y,39,,39
2007-2008,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,95,,95
2007-2008,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,82,,82
2007-2008,School,32,Fluvanna County,20,Fluvanna Middle,"Black, not of Hispanic origin",Y,78,,78
2007-2008,School,32,Fluvanna County,20,Fluvanna Middle,"White, not of Hispanic origin",Y,81,,81
2007-2008,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,335,,335
2007-2008,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,375,,375
2007-2008,School,39,Greene County,10,Greene County Primary,"Black, not of Hispanic origin",Y,38,,38
2007-2008,School,39,Greene County,10,Greene County Primary,"White, not of Hispanic origin",Y,108,,108
2007-2008,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,19,,19
2007-2008,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,93,,93
2007-2008,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,38,,38
2007-2008,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,97,,97
2007-2008,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,44,,44
2007-2008,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,131,,131
2007-2008,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,47,,47
2007-2008,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,112,,112
2007-2008,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,186,,186
2007-2008,Division,39,Greene County,,,"White, not of Hispanic origin",Y,541,,541
2007-2008,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,50,,50
2007-2008,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,113,,113
2007-2008,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,171,,171
2007-2008,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,219,,219
2007-2008,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,120,,120
2007-2008,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,210,,210
2007-2008,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,114,,114
2007-2008,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,218,,218
2007-2008,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,81,,81
2007-2008,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,155,,155
2007-2008,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,536,,536
2007-2008,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,915,,915
2007-2008,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,71,,71
2007-2008,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,125,,125
2007-2008,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,59,,59
2007-2008,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,149,,149
2007-2008,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,27,,27
2007-2008,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,113,,113
2007-2008,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,91,,91
2007-2008,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,158,,158
2007-2008,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,248,,248
2007-2008,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,545,,545
2008-2009,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,66,,66
2008-2009,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,39,,39
2008-2009,School,2,Albemarle County,1060,Albemarle County Community Public Charter School,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,1060,Albemarle County Community Public Charter School,"White, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,132,,132
2008-2009,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,82,,82
2008-2009,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,25,,25
2008-2009,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,24,,24
2008-2009,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,38,,38
2008-2009,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,50,,50
2008-2009,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,15,,15
2008-2009,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,23,,23
2008-2009,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,49,,49
2008-2009,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,12,,12
2008-2009,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,53,,53
2008-2009,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,10,,10
2008-2009,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,35,,35
2008-2009,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,92,,92
2008-2009,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,38,,38
2008-2009,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,44,,44
2008-2009,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,61,,61
2008-2009,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,17,,17
2008-2009,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,48,,48
2008-2009,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,25,,25
2008-2009,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,83,,83
2008-2009,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,142,,142
2008-2009,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,48,,48
2008-2009,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,24,,24
2008-2009,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,79,,79
2008-2009,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,112,,112
2008-2009,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,30,,30
2008-2009,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,32,,32
2008-2009,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,57,,57
2008-2009,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,19,,19
2008-2009,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,53,,53
2008-2009,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,72,,72
2008-2009,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,25,,25
2008-2009,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,54,,54
2008-2009,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,27,,27
2008-2009,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,28,,28
2008-2009,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,<,,<
2008-2009,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,58,,58
2008-2009,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,81,,81
2008-2009,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,24,,24
2008-2009,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,930,,930
2008-2009,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,151",,"1,151"
2008-2009,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,184,,184
2008-2009,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,52,,52
2008-2009,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,92,,92
2008-2009,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,27,,27
2008-2009,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,402,,402
2008-2009,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,92,,92
2008-2009,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,129,,129
2008-2009,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,48,,48
2008-2009,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,47,,47
2008-2009,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,18,,18
2008-2009,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,149,,149
2008-2009,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,23,,23
2008-2009,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,145,,145
2008-2009,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,14,,14
2008-2009,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,75,,75
2008-2009,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,<,,<
2008-2009,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,184,,184
2008-2009,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,37,,37
2008-2009,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,407",,"1,407"
2008-2009,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,317,,317
2008-2009,School,32,Fluvanna County,300,Central Elementary,"Black, not of Hispanic origin",Y,91,,91
2008-2009,School,32,Fluvanna County,300,Central Elementary,"White, not of Hispanic origin",Y,149,,149
2008-2009,School,32,Fluvanna County,270,Columbia District Elementary,"Black, not of Hispanic origin",Y,26,,26
2008-2009,School,32,Fluvanna County,270,Columbia District Elementary,"White, not of Hispanic origin",Y,16,,16
2008-2009,School,32,Fluvanna County,290,Cunningham District Elementary,"Black, not of Hispanic origin",Y,26,,26
2008-2009,School,32,Fluvanna County,290,Cunningham District Elementary,"White, not of Hispanic origin",Y,47,,47
2008-2009,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,107,,107
2008-2009,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,97,,97
