School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disabled,Disability Type,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2005-2006,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,Emotional Disturbance,12,,12
2005-2006,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,Autism,<,<,<
2005-2006,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Autism,<,,<
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Developmental Delay,42,,42
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,22,,22
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Other Health Impairments,60,,60
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,116,,116
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,38,,38
2005-2006,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Autism,81,<,82
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Developmental Delay,87,,87
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Emotional Disturbance,102,,102
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Hearing Impairments,14,,14
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Multiple Disabilities,14,,14
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Other Health Impairments,253,,253
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,562,<,563
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,247,,247
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2005-2006,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,27,,27
2005-2006,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,20,,20
2005-2006,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,12,,12
2005-2006,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2005-2006,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,12,,12
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Other Health Impairments,22,,22
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,44,,44
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Emotional Disturbance,12,,12
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Other Health Impairments,14,,14
2005-2006,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,24,,24
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,13,,13
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,120,Jackson - Via Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,13,,13
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,13,,13
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,13,,13
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2005-2006,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,14,,14
